"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"Delta.Time..s."	"BW.90...Hz."	"Center.Freq..Hz."	"Center.Time..s."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Peak.Freq.Contour..Hz."	"Occupancy"	"Frame.Duration"	"Reason"
17	"Spectrogram 1"	1	5.718	5.764	400	1600	0.046	516.8	947.5	5.741	0	732.1	1248.9	"796.7;796.7;882.9;925.9;1033.6;1119.7;1205.9;1227.4;1227.4"	1	NA	NA
18	"Spectrogram 1"	1	5.84	5.875	400	1600	0.035	430.7	1033.6	5.857	0	775.2	1205.9	"775.2;882.9;925.9;1033.6;1098.2;1162.8;1162.8"	1	NA	NA
19	"Spectrogram 1"	1	5.962	5.985	400	1600	0.023	344.5	1076.7	5.973	0	861.3	1205.9	"1076.7;1076.7;1119.7;1141.3;1205.9"	1	NA	NA
20	"Spectrogram 1"	1	6.045	6.108	434.1	1571.5	0.062	387.6	1076.7	6.084	0	818.3	1205.9	"1055.1;796.7;796.7;818.3;925.9;1033.6;1076.7;1141.3;1141.3;969.0;1184.3"	NA	NA	NA
21	"Spectrogram 1"	1	6.153	6.24	503.6	1476	0.087	366.1	1033.6	6.2	0.1	796.7	1162.8	"925.9;1012.1;1055.1;775.2;818.3;861.3;925.9;1055.1;1076.7;1119.7;1141.3;1098.2;1055.1;1033.6;1033.6"	NA	NA	NA
22	"Spectrogram 1"	1	6.287	6.327	400	1600	0.041	366.1	1141.3	6.31	0	861.3	1227.4	"947.5;1033.6;1033.6;1098.2;1162.8;1184.3;1141.3;1119.7"	1	NA	NA
23	"Spectrogram 1"	1	6.403	6.426	400	1600	0.023	366.1	1033.6	6.415	0	839.8	1205.9	"990.5;990.5;1033.6;1119.7;1184.3"	1	NA	NA
24	"Spectrogram 1"	1	6.519	6.542	400	1600	0.023	323	1076.7	6.531	0	882.9	1205.9	"990.5;1119.7;1119.7;1162.8;1227.4"	1	NA	NA
25	"Spectrogram 1"	1	6.618	6.653	400	1600	0.035	344.5	990.5	6.635	0	818.3	1162.8	"839.8;990.5;990.5;1012.1;1141.3;990.5;990.5"	1	NA	NA
26	"Spectrogram 1"	1	6.716	6.774	400	1600	0.058	409.1	1012.1	6.74	0.1	775.2	1184.3	"818.3;861.3;861.3;990.5;1012.1;1119.7;1141.3;1162.8;1141.3;904.4;904.4"	1	NA	NA
27	"Spectrogram 1"	1	6.821	6.902	400	1600	0.081	344.5	990.5	6.856	0.1	796.7	1141.3	"818.3;818.3;990.5;990.5;1012.1;1012.1;1141.3;1141.3;969.0;947.5;1055.1;1055.1;1012.1;990.5;969.0"	0.7143	NA	NA
28	"Spectrogram 1"	1	6.943	6.966	400	1600	0.023	258.4	1012.1	6.954	0	861.3	1119.7	"990.5;990.5;1055.1;1076.7;1076.7"	1	NA	NA
29	"Spectrogram 1"	1	7.041	7.07	400	1600	0.029	279.9	1033.6	7.053	0	861.3	1141.3	"904.4;969.0;1033.6;1076.7;1119.7;1033.6"	1	NA	NA
30	"Spectrogram 1"	1	7.14	7.169	400	1600	0.029	323	969	7.158	0	753.7	1076.7	"861.3;861.3;969.0;1012.1;990.5;1098.2"	1	NA	NA
31	"Spectrogram 1"	1	7.214	7.301	338.6	1328.4	0.087	301.5	969	7.256	0.1	775.2	1076.7	"969.0;969.0;990.5;1012.1;775.2;818.3;882.9;969.0;1012.1;1055.1;1076.7;1033.6;1012.1;947.5;861.3"	NA	NA	NA
32	"Spectrogram 1"	1	7.349	7.372	400	1600	0.023	301.5	947.5	7.361	0	753.7	1055.1	"796.7;969.0;969.0;990.5;969.0"	1	NA	NA
33	"Spectrogram 1"	1	7.448	7.477	400	1600	0.029	323	969	7.459	0	753.7	1076.7	"839.8;839.8;969.0;1012.1;1055.1;1076.7"	1	NA	NA
34	"Spectrogram 1"	1	7.546	7.581	400	1600	0.035	323	1012.1	7.564	0	775.2	1098.2	"839.8;839.8;969.0;1012.1;1055.1;1055.1;1033.6"	1	NA	NA
35	"Spectrogram 1"	1	7.651	7.68	400	1600	0.029	279.9	990.5	7.668	0	818.3	1098.2	"925.9;969.0;969.0;1033.6;1055.1;1055.1"	1	NA	NA
36	"Spectrogram 1"	1	7.75	7.784	400	1600	0.035	323	990.5	7.767	0	775.2	1098.2	"861.3;861.3;925.9;1012.1;1055.1;1055.1;1033.6"	1	NA	NA
37	"Spectrogram 1"	1	7.854	7.883	400	1600	0.029	236.9	1012.1	7.866	0	839.8	1076.7	"925.9;990.5;990.5;1033.6;1033.6;1055.1"	1	NA	NA
38	"Spectrogram 1"	1	7.92	8.003	400	1600	0.083	279.9	1012.1	7.964	0	796.7	1076.7	"1055.1;1055.1;947.5;947.5;925.9;882.9;882.9;1012.1;1033.6;1055.1;1033.6;1012.1;969.0;882.9"	0.8809	NA	NA
39	"Spectrogram 1"	1	8.023	8.087	356	1319.7	0.064	323	990.5	8.063	0.1	753.7	1076.7	"969.0;969.0;947.5;947.5;796.7;882.9;969.0;1033.6;1033.6;1033.6;1012.1"	NA	NA	NA
40	"Spectrogram 1"	1	8.117	8.19	390.7	1328.4	0.073	301.5	947.5	8.162	0	775.2	1076.7	"904.4;904.4;904.4;904.4;904.4;904.4;882.9;969.0;1012.1;1033.6;1055.1;1012.1"	NA	NA	NA
41	"Spectrogram 1"	1	8.225	8.304	442.8	1302.3	0.079	301.5	947.5	8.26	0.1	753.7	1055.1	"1012.1;1012.1;882.9;925.9;882.9;882.9;882.9;1012.1;1033.6;1055.1;839.8;969.0;925.9;925.9"	NA	NA	NA
42	"Spectrogram 1"	1	8.327	8.383	382	1206.8	0.056	344.5	947.5	8.359	0	732.1	1076.7	"1033.6;947.5;925.9;732.1;904.4;947.5;990.5;1033.6;1033.6;818.3"	NA	NA	NA
43	"Spectrogram 1"	1	8.422	8.49	494.9	1293.6	0.067	279.9	947.5	8.458	0.1	775.2	1055.1	"1012.1;1012.1;904.4;925.9;882.9;904.4;969.0;1033.6;1033.6;990.5;990.5;990.5"	NA	NA	NA
44	"Spectrogram 1"	1	8.519	8.58	503.6	1345.7	0.062	344.5	947.5	8.551	0.1	710.6	1055.1	"990.5;904.4;904.4;947.5;818.3;925.9;1012.1;1012.1;1012.1;990.5;969.0"	NA	NA	NA
45	"Spectrogram 1"	1	8.624	8.683	477.5	1328.4	0.059	323	882.9	8.644	0	689.1	1012.1	"947.5;753.7;882.9;882.9;904.4;904.4;861.3;839.8;882.9;839.8"	NA	NA	NA
46	"Spectrogram 1"	1	8.706	8.765	442.8	1111.3	0.059	323	882.9	8.736	0	667.5	990.5	"969.0;990.5;990.5;947.5;753.7;839.8;882.9;904.4;882.9;947.5"	NA	NA	NA
47	"Spectrogram 1"	1	8.818	8.85	425.4	1163.4	0.032	366.1	839.8	8.835	0	624.5	990.5	"839.8;947.5;904.4;904.4;861.3;882.9"	NA	NA	NA
48	"Spectrogram 1"	1	8.911	8.95	416.7	1154.7	0.038	258.4	882.9	8.928	0	710.6	969	"818.3;861.3;861.3;904.4;882.9;882.9"	NA	NA	NA
49	"Spectrogram 1"	1	8.996	9.052	451.5	1093.9	0.056	279.9	775.2	9.021	0	646	925.9	"947.5;796.7;732.1;710.6;753.7;839.8;882.9;882.9;882.9;882.9"	NA	NA	NA
50	"Spectrogram 1"	1	9.102	9.146	477.5	1137.4	0.044	258.4	775.2	9.12	0	646	904.4	"818.3;689.1;753.7;753.7;775.2;775.2;753.7;904.4"	NA	NA	NA
51	"Spectrogram 1"	1	9.19	9.248	468.8	1033.2	0.059	279.9	775.2	9.218	0	646	925.9	"775.2;667.5;710.6;710.6;753.7;775.2;775.2;882.9;753.7;796.7"	NA	NA	NA
52	"Spectrogram 1"	1	9.286	9.333	425.4	1015.8	0.047	279.9	710.6	9.311	0	581.4	861.3	"839.8;646.0;667.5;710.6;710.6;732.1;732.1;732.1"	NA	NA	NA
