"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"Delta.Time..s."	"BW.90...Hz."	"Center.Freq..Hz."	"Center.Time..s."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Peak.Freq.Contour..Hz."	"Occupancy"	"Frame.Duration"	"Reason"
40	"Spectrogram 1"	1	9.155	9.225	512.2	1580.1	0.07	452.2	1033.6	9.189	0.1	753.7	1205.9	"796.7;818.3;818.3;882.9;882.9;904.4;1055.1;1119.7;1162.8;1162.8;1162.8;947.5"	NA	NA	NA
41	"Spectrogram 1"	1	9.269	9.309	486.2	1467.3	0.04	452.2	969	9.288	0	732.1	1184.3	"753.7;753.7;796.7;882.9;1012.1;1076.7;1055.1"	NA	NA	NA
42	"Spectrogram 1"	1	9.387	9.41	400	1600	0.023	301.5	1033.6	9.392	0	861.3	1162.8	"904.4;1076.7;1076.7"	1	NA	NA
43	"Spectrogram 1"	1	9.469	9.509	547	1476	0.04	279.9	1055.1	9.491	0	861.3	1141.3	"1141.3;1076.7;947.5;947.5;1098.2;1098.2;1033.6"	NA	NA	NA
44	"Spectrogram 1"	1	9.559	9.626	512.2	1432.5	0.067	387.6	1033.6	9.596	0.1	775.2	1162.8	"925.9;1098.2;1055.1;1033.6;1076.7;969.0;1012.1;1076.7;1055.1;1033.6;1076.7;1055.1"	NA	NA	NA
45	"Spectrogram 1"	1	9.683	9.706	400	1600	0.023	258.4	1012.1	9.694	0	861.3	1119.7	"947.5;947.5;1012.1;1076.7;1119.7"	1	NA	NA
46	"Spectrogram 1"	1	9.763	9.81	529.6	1354.4	0.047	387.6	1012.1	9.793	0	775.2	1162.8	"796.7;818.3;969.0;990.5;990.5;990.5;1098.2;1141.3"	NA	NA	NA
47	"Spectrogram 1"	1	9.853	9.93	529.6	1328.4	0.077	344.5	990.5	9.886	0.1	796.7	1141.3	"925.9;861.3;861.3;969.0;969.0;990.5;1033.6;1119.7;1076.7;1055.1;1076.7;1033.6;1055.1"	NA	NA	NA
48	"Spectrogram 1"	1	10.072	10.101	400	1600	0.029	236.9	969	10.083	0	839.8	1076.7	"882.9;947.5;990.5;1033.6;1055.1;1055.1"	1	NA	NA
49	"Spectrogram 1"	1	10.159	10.224	400	1600	0.065	366.1	969	10.176	0.1	753.7	1119.7	"861.3;861.3;925.9;1012.1;1076.7;1098.2;1119.7;969.0;947.5;882.9;1012.1;1033.6"	0.5652	NA	NA
50	"Spectrogram 1"	1	10.247	10.304	555.7	1389.1	0.057	323	969	10.275	0	775.2	1098.2	"818.3;861.3;861.3;904.4;1012.1;1055.1;1076.7;861.3;1055.1;1033.6"	NA	NA	NA
51	"Spectrogram 1"	1	10.356	10.379	400	1600	0.023	323	904.4	10.368	0	753.7	1076.7	"796.7;861.3;925.9;1033.6;1076.7"	1	NA	NA
52	"Spectrogram 1"	1	10.443	10.478	400	1600	0.035	344.5	925.9	10.461	0	732.1	1076.7	"796.7;796.7;861.3;925.9;925.9;1055.1;1033.6"	1	NA	NA
53	"Spectrogram 1"	1	10.542	10.577	400	1600	0.035	430.7	925.9	10.553	0	689.1	1119.7	"732.1;818.3;882.9;925.9;1076.7;1098.2;1119.7"	1	NA	NA
54	"Spectrogram 1"	1	10.635	10.681	400	1600	0.046	452.2	1076.7	10.658	0	732.1	1184.3	"732.1;818.3;882.9;1076.7;1119.7;1141.3;1141.3;1098.2"	1	NA	NA
55	"Spectrogram 1"	1	10.739	10.762	400	1600	0.023	323	1033.6	10.751	0	818.3	1141.3	"882.9;969.0;1055.1;1098.2;969.0"	1	NA	NA
56	"Spectrogram 1"	1	10.844	10.867	400	1600	0.023	344.5	1098.2	10.855	0	818.3	1162.8	"1098.2;1098.2;1098.2"	1	NA	NA
57	"Spectrogram 1"	1	10.931	10.954	400	1600	0.023	344.5	1098.2	10.942	0	861.3	1205.9	"925.9;925.9;1098.2;1141.3;1184.3"	1	NA	NA
58	"Spectrogram 1"	1	11.013	11.067	668.5	1397.8	0.053	344.5	1098.2	11.041	0	839.8	1184.3	"839.8;839.8;947.5;1076.7;1119.7;1141.3;1141.3;925.9;1162.8"	NA	NA	NA
59	"Spectrogram 1"	1	11.122	11.146	400	1600	0.023	301.5	1033.6	11.134	0	818.3	1119.7	"904.4;969.0;1055.1;1098.2;1119.7"	1	NA	NA
60	"Spectrogram 1"	1	11.215	11.238	400	1600	0.023	323	990.5	11.227	0	818.3	1141.3	"861.3;947.5;969.0;1098.2;1141.3"	1	NA	NA
61	"Spectrogram 1"	1	11.294	11.34	503.6	1345.7	0.047	409.1	947.5	11.314	0	710.6	1119.7	"732.1;839.8;839.8;925.9;990.5;1098.2;1098.2;1033.6"	NA	NA	NA
62	"Spectrogram 1"	1	11.401	11.424	400	1600	0.023	366.1	1012.1	11.413	0	775.2	1141.3	"861.3;947.5;1055.1;1098.2;1098.2"	1	NA	NA
63	"Spectrogram 1"	1	11.474	11.541	538.3	1397.8	0.067	409.1	990.5	11.505	0	732.1	1141.3	"775.2;775.2;861.3;882.9;882.9;1055.1;1076.7;1119.7;947.5;969.0;969.0;969.0"	NA	NA	NA
64	"Spectrogram 1"	1	11.571	11.644	520.9	1337	0.073	430.7	904.4	11.593	0	689.1	1119.7	"796.7;839.8;904.4;904.4;904.4;1076.7;1098.2;796.7;947.5;925.9;1098.2;1055.1"	NA	NA	NA
65	"Spectrogram 1"	1	11.658	11.704	442.8	1371.8	0.047	538.3	882.9	11.685	0	559.9	1098.2	"516.8;753.7;732.1;839.8;882.9;904.4;882.9;882.9"	NA	NA	NA
