"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"Delta.Time..s."	"BW.90...Hz."	"Center.Freq..Hz."	"Center.Time..s."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Peak.Freq.Contour..Hz."	"Occupancy"	"Frame.Duration"	"Reason"
11	"Spectrogram 1"	1	6.92	7.007	400	1600	0.087	495.3	861.3	6.949	0.1	710.6	1205.9	"710.6;753.7;753.7;775.2;796.7;882.9;925.9;1012.1;1055.1;947.5;969.0;1248.9;1076.7;1098.2;1098.2;1098.2"	1	NA	NA
12	"Spectrogram 1"	1	7.094	7.169	400	1600	0.075	516.8	925.9	7.123	0.1	710.6	1227.4	"732.1;775.2;775.2;818.3;904.4;1012.1;1033.6;1076.7;1205.9;1270.5;1076.7;1098.2;1119.7;1098.2"	1	NA	NA
13	"Spectrogram 1"	1	7.256	7.314	400	1600	0.058	516.8	882.9	7.274	0.1	710.6	1227.4	"753.7;753.7;796.7;861.3;969.0;1033.6;1055.1;1205.9;1248.9;1119.7;1076.7"	1	NA	NA
14	"Spectrogram 1"	1	7.407	7.477	400	1600	0.07	495.3	990.5	7.43	0.1	732.1	1227.4	"775.2;775.2;818.3;925.9;1012.1;1055.1;1033.6;1248.9;1248.9;1076.7;1119.7;1098.2;1098.2"	0.9167	NA	NA
15	"Spectrogram 1"	1	7.552	7.599	400	1600	0.046	495.3	882.9	7.57	0	710.6	1205.9	"753.7;796.7;796.7;904.4;1012.1;1055.1;1098.2;1227.4;1012.1"	1	NA	NA
16	"Spectrogram 1"	1	7.697	7.732	400	1600	0.035	452.2	904.4	7.709	0	732.1	1184.3	"775.2;775.2;882.9;1012.1;1055.1;1098.2;947.5"	1	NA	NA
17	"Spectrogram 1"	1	7.837	7.866	400	1600	0.029	387.6	925.9	7.848	0	732.1	1119.7	"796.7;796.7;925.9;1012.1;1055.1;947.5"	1	NA	NA
18	"Spectrogram 1"	1	7.97	8.028	400	1600	0.058	452.2	990.5	7.988	0.1	732.1	1184.3	"775.2;796.7;1012.1;1033.6;1055.1;1227.4;990.5;1033.6;1098.2;1141.3;1098.2"	0.8	NA	NA
19	"Spectrogram 1"	1	8.092	8.139	400	1600	0.046	516.8	947.5	8.11	0	710.6	1227.4	"753.7;796.7;796.7;1012.1;1033.6;1076.7;1227.4;1248.9;1033.6"	1	NA	NA
20	"Spectrogram 1"	1	8.192	8.286	399.4	1519.4	0.095	559.9	1033.6	8.243	0.1	710.6	1270.5	"1227.4;1270.5;732.1;689.1;710.6;753.7;796.7;990.5;1033.6;1076.7;1248.9;1270.5;1270.5;1292.0;1227.4;1248.9"	NA	NA	NA
21	"Spectrogram 1"	1	8.334	8.428	408.1	1493.3	0.095	538.3	1033.6	8.371	0.1	732.1	1270.5	"710.6;732.1;775.2;775.2;796.7;1012.1;1055.1;1076.7;1248.9;1248.9;1076.7;1184.3;1248.9;1248.9;1248.9;1227.4"	NA	NA	NA
22	"Spectrogram 1"	1	8.475	8.539	400	1600	0.064	495.3	1033.6	8.498	0.1	732.1	1227.4	"775.2;775.2;796.7;1012.1;1076.7;1098.2;1227.4;990.5;1076.7;1119.7;1162.8;1184.3"	1	NA	NA
23	"Spectrogram 1"	1	8.597	8.661	400	1600	0.064	516.8	1055.1	8.62	0.1	753.7	1270.5	"775.2;775.2;1033.6;1033.6;1055.1;1098.2;1248.9;1248.9;1076.7;1119.7;1162.8;1141.3"	1	NA	NA
24	"Spectrogram 1"	1	8.719	8.783	400	1600	0.064	559.9	1098.2	8.742	0.1	753.7	1313.5	"775.2;775.2;1033.6;1033.6;1098.2;1227.4;1292.0;1313.5;1098.2;1227.4;1270.5;1162.8"	1	NA	NA
25	"Spectrogram 1"	1	8.841	8.905	400	1600	0.064	559.9	1162.8	8.87	0	753.7	1313.5	"775.2;775.2;1033.6;1227.4;1227.4;1248.9;1292.0;1184.3;1184.3;1292.0;1184.3"	1	NA	NA
26	"Spectrogram 1"	1	8.957	9.009	400	1600	0.052	581.4	1076.7	8.986	0	710.6	1292	"753.7;753.7;818.3;1012.1;1033.6;1205.9;1227.4;1248.9;1227.4;1248.9"	1	NA	NA
27	"Spectrogram 1"	1	9.079	9.137	400	1600	0.058	473.7	1141.3	9.108	0	796.7	1270.5	"839.8;839.8;904.4;1098.2;1141.3;1205.9;1248.9;1248.9;1119.7;1119.7;1119.7"	1	NA	NA
28	"Spectrogram 1"	1	9.195	9.242	400	1600	0.046	516.8	1141.3	9.218	0	753.7	1270.5	"775.2;904.4;947.5;947.5;1141.3;1227.4;1248.9;1248.9;1076.7"	1	NA	NA
29	"Spectrogram 1"	1	9.317	9.358	400	1600	0.041	452.2	1119.7	9.334	0	818.3	1270.5	"904.4;947.5;1119.7;1119.7;1205.9;1248.9;1205.9;1162.8"	1	NA	NA
30	"Spectrogram 1"	1	9.427	9.485	400	1600	0.058	516.8	1098.2	9.451	0	753.7	1270.5	"818.3;904.4;904.4;947.5;1119.7;1205.9;1248.9;1205.9;1076.7;1227.4;1227.4"	1	NA	NA
31	"Spectrogram 1"	1	9.543	9.59	400	1600	0.046	409.1	1141.3	9.567	0	839.8	1248.9	"882.9;947.5;1141.3;1141.3;1184.3;1227.4;1227.4;1205.9;1227.4"	1	NA	NA
32	"Spectrogram 1"	1	9.671	9.694	400	1600	0.023	150.7	1227.4	9.683	0	1141.3	1292	"1205.9;1248.9;1248.9"	1	NA	NA
33	"Spectrogram 1"	1	9.77	9.81	400	1600	0.041	387.6	1141.3	9.787	0	882.9	1270.5	"925.9;1055.1;1141.3;1141.3;1205.9;1227.4;1248.9;1098.2"	1	NA	NA
34	"Spectrogram 1"	1	9.886	9.915	400	1600	0.029	344.5	1162.8	9.903	0	904.4	1248.9	"904.4;1012.1;1119.7;1184.3;1205.9"	1	NA	NA
35	"Spectrogram 1"	1	9.977	10.038	425.4	1580.1	0.061	366.1	1162.8	10.014	0	904.4	1270.5	"1162.8;818.3;818.3;861.3;1012.1;1119.7;1184.3;1227.4;1270.5;1248.9;1141.3"	NA	NA	NA
36	"Spectrogram 1"	1	10.082	10.166	416.7	1571.5	0.084	279.9	1141.3	10.124	0	947.5	1227.4	"1248.9;1205.9;1205.9;1227.4;839.8;969.0;1033.6;1141.3;1162.8;1184.3;1184.3;1184.3;1184.3;1227.4;1033.6"	NA	NA	NA
37	"Spectrogram 1"	1	10.2	10.268	442.8	1623.6	0.068	366.1	1162.8	10.234	0	882.9	1248.9	"1205.9;861.3;904.4;1076.7;1076.7;1141.3;1184.3;1227.4;1227.4;861.3;1227.4"	NA	NA	NA
38	"Spectrogram 1"	1	10.305	10.389	460.2	1502	0.084	344.5	1141.3	10.35	0	882.9	1227.4	"1098.2;1055.1;1033.6;818.3;861.3;990.5;1076.7;1141.3;1184.3;1184.3;904.4;1184.3;1184.3;1076.7"	NA	NA	NA
39	"Spectrogram 1"	1	10.426	10.528	573	1693	0.101	301.5	1119.7	10.461	0	904.4	1205.9	"1055.1;947.5;947.5;947.5;1076.7;1141.3;1162.8;1184.3;1184.3;1033.6;1033.6;1055.1;1098.2;1119.7;1141.3;925.9;904.4"	NA	NA	NA
40	"Spectrogram 1"	1	10.565	10.606	400	1600	0.041	215.3	1119.7	10.577	0	990.5	1205.9	"1119.7;1162.8;1162.8;1184.3;1076.7;1076.7;1055.1;1033.6"	0.8571	NA	NA
41	"Spectrogram 1"	1	10.675	10.699	400	1600	0.023	150.7	1141.3	10.681	0	1055.1	1205.9	"1119.7;1141.3;1162.8;1184.3;1055.1"	1	NA	NA
42	"Spectrogram 1"	1	10.774	10.832	400	1600	0.058	323	1119.7	10.791	0	904.4	1227.4	"861.3;1012.1;1098.2;1141.3;1184.3;1205.9;1012.1;1012.1;1162.8;1184.3;1119.7"	1	NA	NA
43	"Spectrogram 1"	1	10.879	10.913	400	1600	0.035	323	1012.1	10.896	0	818.3	1141.3	"882.9;882.9;1033.6;1033.6;1012.1;1012.1;1012.1"	1	NA	NA
44	"Spectrogram 1"	1	11.093	11.128	400	1600	0.035	323	1033.6	11.111	0	839.8	1162.8	"947.5;1033.6;1119.7;1119.7;1119.7;1119.7;1119.7"	1	NA	NA
45	"Spectrogram 1"	1	11.179	11.247	599.1	1389.1	0.068	279.9	969	11.209	0	839.8	1119.7	"1033.6;1033.6;839.8;839.8;904.4;947.5;990.5;1012.1;925.9;990.5;1012.1;1076.7"	NA	NA	NA
46	"Spectrogram 1"	1	11.287	11.388	538.3	1484.6	0.101	366.1	969	11.32	0.1	753.7	1119.7	"775.2;818.3;947.5;947.5;990.5;1055.1;947.5;947.5;775.2;1076.7;1076.7;990.5;1055.1;1033.6;990.5;969.0;969.0"	NA	NA	NA
