"Selection"	"View"	"Channel"	"Begin.Time..s."	"End.Time..s."	"Low.Freq..Hz."	"High.Freq..Hz."	"Delta.Time..s."	"BW.90...Hz."	"Center.Freq..Hz."	"Center.Time..s."	"Dur.90...s."	"Freq.5...Hz."	"Freq.95...Hz."	"Peak.Freq.Contour..Hz."	"Occupancy"	"Frame.Duration"	"Reason"
44	"Spectrogram 1"	1	9.973	10.027	400	1600	0.054	387.6	1141.3	9.99	0	882.9	1270.5	"904.4;1012.1;1119.7;1205.9;1248.9;1248.9;1248.9;1248.9;1055.1;1076.7"	0.7559	NA	NA
45	"Spectrogram 1"	1	10.055	10.118	442.8	1571.5	0.063	452.2	1098.2	10.089	0	818.3	1270.5	"753.7;882.9;882.9;904.4;1055.1;1119.7;1227.4;1270.5;1270.5;1248.9"	NA	NA	NA
46	"Spectrogram 1"	1	10.159	10.216	416.7	1571.5	0.057	495.3	1076.7	10.188	0	753.7	1248.9	"732.1;732.1;732.1;861.3;990.5;1055.1;1162.8;1227.4;1227.4;1205.9"	NA	NA	NA
47	"Spectrogram 1"	1	10.256	10.322	408.1	1484.6	0.065	516.8	1119.7	10.292	0	753.7	1270.5	"796.7;796.7;753.7;796.7;904.4;1012.1;1119.7;1205.9;1227.4;1227.4;1227.4;1227.4"	NA	NA	NA
48	"Spectrogram 1"	1	10.354	10.428	486.2	1528.1	0.073	452.2	1119.7	10.397	0.1	818.3	1270.5	"1098.2;775.2;753.7;839.8;861.3;1012.1;1076.7;1184.3;1227.4;1227.4;1227.4;1248.9;1205.9"	NA	NA	NA
49	"Spectrogram 1"	1	10.461	10.52	503.6	1528.1	0.06	452.2	1098.2	10.495	0	796.7	1248.9	"775.2;796.7;861.3;861.3;925.9;1055.1;1141.3;1184.3;1227.4;1227.4;1248.9"	NA	NA	NA
50	"Spectrogram 1"	1	10.556	10.632	529.6	1502	0.076	430.7	1141.3	10.594	0.1	818.3	1248.9	"1227.4;775.2;839.8;839.8;904.4;1055.1;1119.7;1184.3;1227.4;1227.4;1248.9;1248.9;1205.9"	NA	NA	NA
51	"Spectrogram 1"	1	10.654	10.73	503.6	1415.2	0.076	409.1	1098.2	10.693	0	818.3	1227.4	"1098.2;775.2;839.8;839.8;947.5;1055.1;1119.7;1162.8;1205.9;1248.9;1162.8;1227.4;1205.9"	NA	NA	NA
52	"Spectrogram 1"	1	10.78	10.815	400	1600	0.035	366.1	1055.1	10.797	0	839.8	1205.9	"904.4;1055.1;1076.7;1076.7;1119.7;1119.7;1098.2"	1	NA	NA
53	"Spectrogram 1"	1	10.879	10.908	400	1600	0.029	279.9	1033.6	10.89	0	882.9	1162.8	"990.5;1055.1;1055.1;1119.7;1119.7;1098.2"	1	NA	NA
54	"Spectrogram 1"	1	10.977	11	400	1600	0.023	279.9	1076.7	10.983	0	904.4	1184.3	"1055.1;1119.7;1119.7"	1	NA	NA
55	"Spectrogram 1"	1	11.064	11.105	400	1600	0.041	387.6	990.5	11.076	0	775.2	1162.8	"882.9;904.4;904.4;1033.6;1098.2;1098.2;1098.2;1162.8"	1	NA	NA
56	"Spectrogram 1"	1	11.163	11.198	400	1600	0.035	409.1	1012.1	11.18	0	775.2	1184.3	"882.9;990.5;990.5;1033.6;1141.3;1076.7;1033.6"	1	NA	NA
57	"Spectrogram 1"	1	11.267	11.291	400	1600	0.023	344.5	1012.1	11.273	0	839.8	1184.3	"1012.1;1012.1;1033.6;1141.3;1141.3"	1	NA	NA
58	"Spectrogram 1"	1	11.36	11.389	400	1600	0.029	323	1055.1	11.372	0	882.9	1205.9	"969.0;969.0;1119.7;1162.8;1162.8;1012.1"	1	NA	NA
59	"Spectrogram 1"	1	11.453	11.476	400	1600	0.023	366.1	990.5	11.465	0	818.3	1184.3	"925.9;925.9;1012.1;1141.3;1141.3"	1	NA	NA
60	"Spectrogram 1"	1	11.546	11.581	400	1600	0.035	344.5	1012.1	11.564	0	818.3	1162.8	"925.9;990.5;990.5;1033.6;1141.3;1141.3;1119.7"	1	NA	NA
61	"Spectrogram 1"	1	11.645	11.674	400	1600	0.029	344.5	1076.7	11.656	0	818.3	1162.8	"990.5;1076.7;1076.7;1141.3;1141.3;1119.7"	1	NA	NA
62	"Spectrogram 1"	1	11.743	11.767	400	1600	0.023	301.5	1076.7	11.749	0	882.9	1184.3	"1098.2;1098.2;1141.3;1141.3;1119.7"	1	NA	NA
63	"Spectrogram 1"	1	11.831	11.854	400	1600	0.023	301.5	1033.6	11.842	0	861.3	1162.8	"990.5;1033.6;1033.6"	1	NA	NA
64	"Spectrogram 1"	1	11.899	11.978	538.3	1545.4	0.079	452.2	1033.6	11.935	0.1	732.1	1184.3	"1098.2;1098.2;1098.2;1119.7;904.4;990.5;1012.1;1012.1;1012.1;1012.1;1076.7;1098.2;1098.2;1098.2"	NA	NA	NA
65	"Spectrogram 1"	1	12.011	12.045	400	1600	0.035	366.1	990.5	12.028	0	775.2	1141.3	"839.8;839.8;947.5;990.5;1012.1;1012.1;904.4"	1	NA	NA
66	"Spectrogram 1"	1	12.103	12.138	400	1600	0.035	366.1	990.5	12.121	0	732.1	1098.2	"861.3;861.3;947.5;990.5;1033.6;904.4;1076.7"	1	NA	NA
67	"Spectrogram 1"	1	12.196	12.231	400	1600	0.035	430.7	990.5	12.214	0	710.6	1141.3	"882.9;969.0;969.0;1012.1;1033.6;1119.7;1119.7"	1	NA	NA
68	"Spectrogram 1"	1	12.261	12.321	494.9	1415.2	0.06	473.7	969	12.301	0.1	646	1119.7	"1076.7;667.5;732.1;753.7;753.7;947.5;947.5;1012.1;1033.6;1033.6"	NA	NA	NA
69	"Spectrogram 1"	1	12.359	12.438	529.6	1458.6	0.079	538.3	969	12.394	0.1	602.9	1141.3	"1098.2;1076.7;818.3;882.9;925.9;925.9;990.5;1055.1;1076.7;1055.1;1033.6;1012.1;1012.1"	NA	NA	NA
70	"Spectrogram 1"	1	12.473	12.509	590.4	1476	0.035	387.6	1012.1	12.492	0	732.1	1119.7	"818.3;990.5;1033.6;1033.6;1076.7;1055.1"	NA	NA	NA
71	"Spectrogram 1"	1	12.56	12.596	520.9	1449.9	0.035	452.2	969	12.579	0	667.5	1119.7	"839.8;882.9;969.0;969.0;1012.1;1012.1"	NA	NA	NA
72	"Spectrogram 1"	1	12.661	12.684	400	1600	0.023	516.8	947.5	12.672	0	581.4	1098.2	"775.2;990.5;990.5;969.0;925.9"	1	NA	NA
73	"Spectrogram 1"	1	12.754	12.777	400	1600	0.023	624.5	947.5	12.765	0	516.8	1141.3	"882.9;882.9;1076.7;1076.7;1098.2"	1	NA	NA
74	"Spectrogram 1"	1	12.832	12.892	581.7	1458.6	0.06	323	925.9	12.858	0	775.2	1098.2	"1033.6;1076.7;796.7;904.4;904.4;1033.6;1033.6;1033.6;969.0;1012.1"	NA	NA	NA
75	"Spectrogram 1"	1	12.922	12.979	564.3	1415.2	0.057	409.1	990.5	12.951	0	710.6	1119.7	"753.7;753.7;861.3;990.5;1012.1;1033.6;1012.1;947.5;667.5"	NA	NA	NA
